"  Natural Resources Canada, Geological Survey of Canada, Geoscience Data Repository, BASIN Database"											
"Date: August 20, 2026, 5:02 pm ADT"											
											
Well Name	Basin	Subbasin	Latitude (NAD27)	Longitude (NAD27)	Northing (NAD27)	Easting (NAD27)	Latitude (NAD83)	Longitude (NAD83)	Northing (NAD83)	Easting (NAD83)	Zone (UTM)
HIBERNIA B-16 20V	JEANNE D'ARC BASIN		46.750619	-48.782891	5179621	669342	46.750531	-48.781814	5179831	669420	22
HIBERNIA B-16 20W	JEANNE D'ARC BASIN		46.750619	-48.782891	5179621	669342	46.750531	-48.781814	5179831	669420	22
HIBERNIA B-16 20X	JEANNE D'ARC BASIN		46.750619	-48.782891	5179621	669342	46.750531	-48.781814	5179831	669420	22
HIBERNIA B-16 20Y	JEANNE D'ARC BASIN		46.750531	-48.781813	5179613	669425	46.750531	-48.781813	5179831	669420	22
HIBERNIA B-16 20Z	JEANNE D'ARC BASIN		46.750531	-48.781813	5179613	669425	46.750531	-48.781813	5179831	669420	22
HIBERNIA B-16 21	JEANNE D'ARC BASIN		46.750578	-48.781837	5179618	669423	46.750578	-48.781837	5179837	669418	22
HIBERNIA B-16 21X	JEANNE D'ARC BASIN		46.750578	-48.781837	5179618	669423	46.750578	-48.781837	5179837	669418	22
HIBERNIA B-16 21Y	JEANNE D'ARC BASIN		46.750578	-48.781836	5179618	669423	46.750578	-48.781836	5179837	669418	22
HIBERNIA B-16 21Z	JEANNE D'ARC BASIN		46.750578	-48.781837	5179618	669423	46.750578	-48.781837	5179837	669418	22
HIBERNIA B-16 22	JEANNE D'ARC BASIN		46.750317	-48.781547	5179590	669446	46.750317	-48.781547	5179808	669441	22
HIBERNIA B-16 22Y	JEANNE D'ARC BASIN		46.750317	-48.781547	5179590	669446	46.750317	-48.781547	5179808	669441	22
HIBERNIA B-16 22Z	JEANNE D'ARC BASIN		46.750317	-48.781547	5179590	669446	46.750317	-48.781547	5179808	669441	22
HIBERNIA B-16 23	JEANNE D'ARC BASIN		46.750578	-48.781883	5179618	669419	46.750578	-48.781883	5179837	669414	22
HIBERNIA B-16 24	JEANNE D'ARC BASIN		46.75035	-48.781594	5179593	669442	46.75035	-48.781594	5179812	669437	22
HIBERNIA B-16 24Z	JEANNE D'ARC BASIN		46.75035	-48.781594	5179593	669442	46.75035	-48.781594	5179812	669437	22
HIBERNIA B-16 25	JEANNE D'ARC BASIN		46.750499	-48.781859	5179609	669422	46.750499	-48.781859	5179828	669416	22
HIBERNIA B-16 25W	JEANNE D'ARC BASIN		46.7505	-48.781858	5179610	669422	46.7505	-48.781858	5179828	669416	22
HIBERNIA B-16 25X	JEANNE D'ARC BASIN		46.750499	-48.781859	5179609	669422	46.750499	-48.781859	5179828	669416	22
HIBERNIA B-16 25Y	JEANNE D'ARC BASIN		46.750499	-48.781859	5179609	669422	46.750499	-48.781859	5179828	669416	22
HIBERNIA B-16 25Z	JEANNE D'ARC BASIN		46.750499	-48.781859	5179609	669422	46.750499	-48.781859	5179828	669416	22
HIBERNIA B-16 26	JEANNE D'ARC BASIN		46.750396	-48.781524	5179599	669447	46.750396	-48.781524	5179817	669442	22
HIBERNIA B-16 27	JEANNE D'ARC BASIN		46.750594	-48.781814	5179620	669425	46.750594	-48.781814	5179838	669419	22
HIBERNIA B-16 28	JEANNE D'ARC BASIN		46.750625	-48.78186	5179623	669421	46.750625	-48.78186	5179842	669416	22
HIBERNIA B-16 28Z	JEANNE D'ARC BASIN		46.750625	-48.781861	5179623	669421	46.750625	-48.781861	5179842	669416	22
HIBERNIA B-16 29	JEANNE D'ARC BASIN		46.750413	-48.781501	5179601	669449	46.750413	-48.781501	5179819	669444	22
HIBERNIA B-16 2Z	JEANNE D'ARC BASIN		46.750578	-48.781792	5179618	669426	46.750578	-48.781792	5179837	669421	22
HIBERNIA B-16 3	JEANNE D'ARC BASIN		46.750633	-48.782958	5179622	669337	46.750546	-48.781883	5179833	669414	22
HIBERNIA B-16 30	JEANNE D'ARC BASIN		46.750333	-48.781524	5179592	669448	46.750333	-48.781524	5179810	669442	22
HIBERNIA B-16 30Y	JEANNE D'ARC BASIN		46.750331	-48.781522	5179592	669448	46.750331	-48.781522	5179810	669443	22
HIBERNIA B-16 30Z	JEANNE D'ARC BASIN		46.750333	-48.781524	5179592	669448	46.750333	-48.781524	5179810	669442	22
HIBERNIA B-16 31	JEANNE D'ARC BASIN		46.750515	-48.781836	5179611	669423	46.750515	-48.781836	5179830	669418	22
HIBERNIA B-16 31Y	JEANNE D'ARC BASIN		46.750514	-48.781836	5179611	669423	46.750514	-48.781836	5179829	669418	22
HIBERNIA B-16 31Z	JEANNE D'ARC BASIN		46.750514	-48.781836	5179611	669423	46.750514	-48.781836	5179829	669418	22
HIBERNIA B-16 32	JEANNE D'ARC BASIN		46.750531	-48.781911	5179613	669417	46.750531	-48.781911	5179831	669412	22
HIBERNIA B-16 32X	JEANNE D'ARC BASIN		46.750531	-48.781906	5179613	669418	46.750531	-48.781906	5179831	669413	22
HIBERNIA B-16 32Y	JEANNE D'ARC BASIN		46.750531	-48.781906	5179613	669418	46.750531	-48.781906	5179831	669413	22
HIBERNIA B-16 32Z	JEANNE D'ARC BASIN		46.750531	-48.781906	5179613	669418	46.750531	-48.781906	5179831	669413	22
HIBERNIA B-16 33	JEANNE D'ARC BASIN		46.750531	-48.781767	5179613	669428	46.750531	-48.781767	5179832	669423	22
HIBERNIA B-16 33Z	JEANNE D'ARC BASIN		46.750531	-48.781767	5179613	669428	46.750531	-48.781767	5179832	669423	22
HIBERNIA B-16 34	JEANNE D'ARC BASIN		46.750317	-48.781501	5179590	669449	46.750317	-48.781501	5179808	669444	22
HIBERNIA B-16 34W	JEANNE D'ARC BASIN						46.750317	-48.7815	5179808	669444	22
HIBERNIA B-16 34X	JEANNE D'ARC BASIN		46.750317	-48.7815	5179590	669450	46.750317	-48.7815	5179808	669444	22
HIBERNIA B-16 34Y	JEANNE D'ARC BASIN		46.750317	-48.7815	5179590	669450	46.750317	-48.7815	5179808	669444	22
HIBERNIA B-16 34Z	JEANNE D'ARC BASIN		46.750317	-48.7815	5179590	669450	46.750317	-48.7815	5179808	669444	22
HIBERNIA B-16 35	JEANNE D'ARC BASIN		46.750561	-48.781861	5179616	669421	46.750561	-48.781861	5179835	669416	22
HIBERNIA B-16 35Y	JEANNE D'ARC BASIN						46.750561	-48.781861	5179835	669416	22
HIBERNIA B-16 35Z	JEANNE D'ARC BASIN		46.750561	-48.781861	5179616	669421	46.750561	-48.781861	5179835	669416	22
HIBERNIA B-16 36	JEANNE D'ARC BASIN		46.750364	-48.781525	5179595	669447	46.750364	-48.781525	5179813	669442	22
HIBERNIA B-16 36Z	JEANNE D'ARC BASIN		46.750364	-48.781525	5179595	669447	46.750364	-48.781525	5179813	669442	22
HIBERNIA B-16 37	JEANNE D'ARC BASIN		46.750301	-48.78157	5179588	669444	46.750301	-48.78157	5179806	669439	22
HIBERNIA B-16 37Z	JEANNE D'ARC BASIN		46.750301	-48.78157	5179588	669444	46.750301	-48.78157	5179806	669439	22
HIBERNIA B-16 38	JEANNE D'ARC BASIN		46.750381	-48.781548	5179597	669446	46.750381	-48.781548	5179815	669440	22
HIBERNIA B-16 39	JEANNE D'ARC BASIN		46.750547	-48.78179	5179615	669427	46.750547	-48.78179	5179833	669421	22
HIBERNIA B-16 39Z	JEANNE D'ARC BASIN		46.750547	-48.781789	5179615	669427	46.750547	-48.781789	5179833	669422	22
HIBERNIA B-16 4	JEANNE D'ARC BASIN		46.750469	-48.781501	5179607	669449	46.750381	-48.781501	5179815	669444	22
HIBERNIA B-16 40	JEANNE D'ARC BASIN		46.75061	-48.781883	5179622	669419	46.75061	-48.781883	5179840	669414	22
HIBERNIA B-16 41	JEANNE D'ARC BASIN		46.750649	-48.782983	5179624	669335	46.750561	-48.781906	5179835	669413	22
HIBERNIA B-16 41Z	JEANNE D'ARC BASIN		46.750649	-48.782983	5179624	669335	46.750561	-48.781906	5179835	669413	22
HIBERNIA B-16 42	JEANNE D'ARC BASIN		46.750619	-48.782936	5179620	669339	46.750531	-48.781858	5179831	669416	22
HIBERNIA B-16 42Z	JEANNE D'ARC BASIN		46.750619	-48.782936	5179620	669339	46.750531	-48.781858	5179831	669416	22
HIBERNIA B-16 43	JEANNE D'ARC BASIN		46.750699	-48.782869	5179629	669344	46.750611	-48.781792	5179840	669421	22
HIBERNIA B-16 43Z	JEANNE D'ARC BASIN		46.750608	-48.781789	5179622	669427	46.750608	-48.781789	5179840	669421	22
HIBERNIA B-16 44	JEANNE D'ARC BASIN		46.750499	-48.782624	5179608	669363	46.750411	-48.781547	5179819	669440	22
HIBERNIA B-16 45	JEANNE D'ARC BASIN		46.750683	-48.782936	5179628	669339	46.750594	-48.781858	5179838	669416	22
HIBERNIA B-16 45Y	JEANNE D'ARC BASIN		46.750594	-48.781858	5179620	669421	46.750594	-48.781858	5179838	669416	22
HIBERNIA B-16 45Z	JEANNE D'ARC BASIN		46.750683	-48.782936	5179628	669339	46.750594	-48.781858	5179838	669416	22
HIBERNIA B-16 46	JEANNE D'ARC BASIN		46.750421	-48.782647	5179599	669362	46.750333	-48.781569	5179810	669439	22
HIBERNIA B-16 46Z	JEANNE D'ARC BASIN		46.750333	-48.781569	5179592	669444	46.750333	-48.781569	5179810	669439	22
HIBERNIA B-16 47	JEANNE D'ARC BASIN		46.750635	-48.783005	5179622	669334	46.750547	-48.781928	5179833	669411	22
HIBERNIA B-16 47Z	JEANNE D'ARC BASIN		46.750635	-48.783005	5179622	669334	46.750547	-48.781928	5179833	669411	22
HIBERNIA B-16 48	JEANNE D'ARC BASIN		46.750683	-48.782983	5179627	669335	46.750594	-48.781906	5179838	669412	22
HIBERNIA B-16 48Y	JEANNE D'ARC BASIN		46.750683	-48.782983	5179627	669335	46.750594	-48.781906	5179838	669412	22
HIBERNIA B-16 48Z	JEANNE D'ARC BASIN		46.750683	-48.782983	5179627	669335	46.750594	-48.781906	5179838	669412	22
HIBERNIA B-16 49	JEANNE D'ARC BASIN		46.750452	-48.782647	5179603	669361	46.750364	-48.781569	5179813	669439	22
HIBERNIA B-16 49Y	JEANNE D'ARC BASIN		46.750452	-48.782647	5179603	669361	46.750364	-48.781569	5179813	669439	22
HIBERNIA B-16 49Z	JEANNE D'ARC BASIN		46.750452	-48.782647	5179603	669361	46.750364	-48.781569	5179813	669439	22
HIBERNIA B-16 4Y	JEANNE D'ARC BASIN		46.750469	-48.782577	5179605	669367	46.750381	-48.7815	5179815	669444	22
HIBERNIA B-16 4Z	JEANNE D'ARC BASIN		46.750469	-48.782577	5179605	669367	46.750381	-48.781501	5179815	669444	22
HIBERNIA B-16 5	JEANNE D'ARC BASIN		46.750516	-48.782602	5179610	669365	46.750428	-48.781524	5179821	669442	22
HIBERNIA B-16 50	JEANNE D'ARC BASIN		46.750317	-48.781594	5179590	669442	46.750317	-48.781594	5179808	669437	22
HIBERNIA B-16 51	JEANNE D'ARC BASIN		46.750699	-48.782913	5179629	669340	46.750611	-48.781836	5179840	669418	22
HIBERNIA B-16 51Z	JEANNE D'ARC BASIN		46.750699	-48.782913	5179629	669340	46.750611	-48.781836	5179840	669418	22
HIBERNIA B-16 52	JEANNE D'ARC BASIN		46.750666	-48.783008	5179626	669333	46.750578	-48.781931	5179836	669411	22
HIBERNIA B-16 52Z	JEANNE D'ARC BASIN		46.750666	-48.783008	5179626	669333	46.750578	-48.781931	5179836	669411	22
HIBERNIA B-16 53	JEANNE D'ARC BASIN		46.750485	-48.782647	5179606	669361	46.750397	-48.781569	5179817	669439	22
HIBERNIA B-16 53Z	JEANNE D'ARC BASIN		46.750394	-48.781569	5179598	669444	46.750394	-48.781569	5179817	669439	22
HIBERNIA B-16 54	JEANNE D'ARC BASIN		46.750421	-48.782694	5179599	669358	46.750333	-48.781617	5179810	669435	22
HIBERNIA B-16 54V	JEANNE D'ARC BASIN		46.750333	-48.781617	5179592	669441	46.750333	-48.781617	5179810	669435	22
HIBERNIA B-16 54W	JEANNE D'ARC BASIN		46.750333	-48.781617	5179592	669441	46.750333	-48.781617	5179810	669435	22
HIBERNIA B-16 54X	JEANNE D'ARC BASIN		46.750333	-48.781617	5179592	669441	46.750333	-48.781617	5179810	669435	22
HIBERNIA B-16 54Y	JEANNE D'ARC BASIN		46.750333	-48.781617	5179592	669441	46.750333	-48.781617	5179810	669435	22
HIBERNIA B-16 55	JEANNE D'ARC BASIN		46.750499	-48.781814	5179610	669425	46.750499	-48.781814	5179828	669420	22
HIBERNIA B-16 55Y	JEANNE D'ARC BASIN		46.750499	-48.781814	5179610	669425	46.750499	-48.781814	5179828	669420	22
HIBERNIA B-16 55Z	JEANNE D'ARC BASIN		46.750499	-48.781814	5179610	669425	46.750499	-48.781814	5179828	669420	22
HIBERNIA B-16 56	JEANNE D'ARC BASIN		46.75035	-48.781639	5179593	669439	46.75035	-48.781639	5179812	669434	22
HIBERNIA B-16 57	JEANNE D'ARC BASIN		46.750411	-48.781594	5179600	669442	46.750411	-48.781594	5179819	669437	22
HIBERNIA B-16 57X	JEANNE D'ARC BASIN		46.750411	-48.781594	5179600	669442	46.750411	-48.781594	5179819	669437	22
HIBERNIA B-16 57Y	JEANNE D'ARC BASIN		46.750411	-48.781594	5179600	669442	46.750411	-48.781594	5179819	669437	22
HIBERNIA B-16 57Z	JEANNE D'ARC BASIN		46.750411	-48.781594	5179600	669442	46.750411	-48.781594	5179819	669437	22
HIBERNIA B-16 58	JEANNE D'ARC BASIN		46.75038	-48.78164	5179597	669439	46.75038	-48.78164	5179815	669433	22
HIBERNIA B-16 58Y	JEANNE D'ARC BASIN		46.750381	-48.781639	5179597	669439	46.750381	-48.781639	5179815	669433	22
HIBERNIA B-16 58Z	JEANNE D'ARC BASIN		46.75038	-48.78164	5179597	669439	46.75038	-48.78164	5179815	669433	22
HIBERNIA B-16 59	JEANNE D'ARC BASIN		46.750381	-48.781594	5179597	669442	46.750381	-48.781594	5179815	669437	22
HIBERNIA B-16 5Z	JEANNE D'ARC BASIN		46.750516	-48.782602	5179610	669365	46.750428	-48.781524	5179821	669442	22
HIBERNIA B-16 6	JEANNE D'ARC BASIN		46.750649	-48.782891	5179624	669342	46.750563	-48.781814	5179835	669420	22
HIBERNIA B-16 60	JEANNE D'ARC BASIN		46.750364	-48.781478	5179595	669451	46.750364	-48.781478	5179814	669446	22
HIBERNIA B-16 61	JEANNE D'ARC BASIN		46.750364	-48.781617	5179595	669440	46.750364	-48.781617	5179813	669435	22
HIBERNIA B-16 61Z	JEANNE D'ARC BASIN		46.750364	-48.781617	5179595	669440	46.750364	-48.781617	5179813	669435	22
HIBERNIA B-16 62	JEANNE D'ARC BASIN		46.750301	-48.781524	5179588	669448	46.750301	-48.781524	5179806	669443	22
HIBERNIA B-16 63	JEANNE D'ARC BASIN		46.750428	-48.781569	5179602	669444	46.750428	-48.781569	5179821	669439	22
HIBERNIA B-16 63Z	JEANNE D'ARC BASIN		46.750428	-48.781569	5179602	669444	46.750428	-48.781569	5179821	669439	22
HIBERNIA B-16 64	JEANNE D'ARC BASIN		46.750381	-48.781453	5179597	669453	46.750381	-48.781453	5179816	669448	22
HIBERNIA B-16 64Z	JEANNE D'ARC BASIN		46.750378	-48.781453	5179597	669453	46.750378	-48.781453	5179815	669448	22
HIBERNIA B-16 6Z	JEANNE D'ARC BASIN		46.750564	-48.781814	5179617	669425	46.750564	-48.781814	5179835	669420	22
HIBERNIA B-16 7	JEANNE D'ARC BASIN		46.750666	-48.782822	5179626	669347	46.750579	-48.781744	5179837	669425	22
HIBERNIA B-16 8	JEANNE D'ARC BASIN		46.750397	-48.781478	5179599	669451	46.750397	-48.781478	5179817	669446	22
HIBERNIA B-16 9	JEANNE D'ARC BASIN		46.750602	-48.782866	5179619	669344	46.750515	-48.78179	5179830	669422	22
HIBERNIA B-27	JEANNE D'ARC BASIN		46.76978	-48.80787	5181696	667375	46.769692	-48.806794	5181907	667452	22
HIBERNIA B-44	JEANNE D'ARC BASIN		46.71781	-48.858383	5175815	663676	46.717723	-48.857309	5176026	663753	22
HIBERNIA C-96	JEANNE D'ARC BASIN		46.75283	-48.74327	5179952	672361	46.752744	-48.742192	5180163	672439	22
HIBERNIA G-55	JEANNE D'ARC BASIN		46.73808	-48.88632	5178010	661480	46.737989	-48.885244	5178220	661558	22
HIBERNIA I-46	JEANNE D'ARC BASIN		46.76065	-48.854189	5180584	663866	46.76065	-48.854189	5180802	663861	22
HIBERNIA J-34	JEANNE D'ARC BASIN		46.72607	-48.83694	5176778	665289	46.725981	-48.835869	5176988	665366	22
HIBERNIA K-14	JEANNE D'ARC BASIN		46.72773	-48.79338	5177055	668613	46.727642	-48.792306	5177266	668690	22
HIBERNIA K-18	JEANNE D'ARC BASIN		46.79297	-48.78807	5184315	668814	46.792881	-48.786992	5184526	668892	22
HIBERNIA K-39	JEANNE D'ARC BASIN		46.810978	-48.840547	5186205	664754	46.810978	-48.840547	5186423	664749	22
HIBERNIA K-39Z	JEANNE D'ARC BASIN		46.810983	-48.840536	5186205	664755	46.810983	-48.840536	5186424	664750	22
HIBERNIA O-35	JEANNE D'ARC BASIN		46.74859	-48.83159	5179291	665629	46.7485	-48.830519	5179502	665706	22
HIBERNIA P-02 1A	JEANNE D'ARC BASIN		46.698453	-48.74985	5173896	672032	46.698453	-48.74985	5174114	672026	22
HIBERNIA P-02 1Z	JEANNE D'ARC BASIN		46.698453	-48.74985	5173896	672032	46.698453	-48.74985	5174114	672026	22
HIBERNIA P-02 2	JEANNE D'ARC BASIN		46.698411	-48.749706	5173891	672043	46.698411	-48.749706	5174110	672038	22
HIBERNIA P-02 2Z	JEANNE D'ARC BASIN		46.698392	-48.749689	5173889	672044	46.698392	-48.749689	5174108	672039	22
HIBERNIA P-02 3	JEANNE D'ARC BASIN		46.698231	-48.750203	5173870	672005	46.698231	-48.750203	5174089	672000	22
HIBERNIA P-02 4	JEANNE D'ARC BASIN		46.698197	-48.750031	5173867	672019	46.698197	-48.750031	5174085	672013	22
HIBERNIA P-02 5	JEANNE D'ARC BASIN		46.698509	-48.75006	5173902	672016	46.698509	-48.75006	5174120	672010	22
HIBERNIA P-02 6	JEANNE D'ARC BASIN		46.698144	-48.749839	5173861	672034	46.698144	-48.749839	5174080	672028	22
HIBERNIA P-02 7	JEANNE D'ARC BASIN		46.698058	-48.749525	5173853	672058	46.698058	-48.749525	5174071	672053	22
HIBERNIA P-02 8	JEANNE D'ARC BASIN		46.698019	-48.749356	5173849	672071	46.698019	-48.749356	5174067	672066	22
HIBERNIA P-02 9	JEANNE D'ARC BASIN		46.698325	-48.749381	5173883	672068	46.698325	-48.749381	5174101	672063	22
HIBERNIA P-15	JEANNE D'ARC BASIN		46.74972	-48.78088	5179525	669499	46.749628	-48.779806	5179735	669576	22
HILLSBOROUGH 1	MARITIMES BASIN	MONCTON SUBBASIN	45.91872	-64.72	5086237	366618	45.92	-64.72	5086597	366625	20
HILLSBOROUGH NO. 1	MARITIMES BASIN		46.1242	-63.0867	5107633	493301	46.124167	-63.086111	5107847	493347	20
HOODOO DOME H-37	SVERDRUP BASIN		78.107528	-99.760528	8670344	482504	78.108509	-99.763517	8670594	482437	20
HOODOO E-05	SVERDRUP BASIN		78.071278	-99.563222	8666247	487004	78.07225	-99.566237	8666496	486936	20
HOODOO L-41	SVERDRUP BASIN		78.176944	-99.903611	8678137	479332	78.177933	-99.906514	8678388	479268	20
HOODOO N-52	SVERDRUP BASIN		78.199806	-99.972889	8680714	477790	78.200796	-99.975777	8680964	477727	20
HOPEDALE E-33	HOPEDALE BASIN		55.87343	-58.8479	6193322	384377	55.873506	-58.846883	6193543	384445	21
HOTSPUR J-20	ARCTIC FOLD BELT		76.160278	-104.078609	8453113	524603	76.161055	-104.080242	8453348	524557	21
HURON P-96	SCOTIAN BASIN	ABENAKI SUBBASIN	44.5964	-58.48075	4938967	382474	44.59645	-58.479942	4939188	382542	21
IKERMIUT-1	SISIMIUT BASIN		66.936572	-56.590681	7424181	517894	66.936861	-56.588733	7424401	517979	21
IKKARIKTOK M-64	ARCTIC STABLE PLATFORM		72.396472	-121.849669	8033362	538830	72.396935	-121.852518	8033578	538731	21
INDIAN HARBOUR M-52	HOPEDALE BASIN		54.36426	-54.39772	6026956	669073	54.364283	-54.396614	6027177	669139	21
INTREPID INLET H-49	SVERDRUP BASIN		76.974056	-118.751001	8544389	455948	76.974734	-118.754359	8544612	455868	21
INTREPID L-80	SCOTIAN BASIN	SABLE SUBBASIN	43.82661	-59.94551	4856617	263148	43.826675	-59.944742	4856838	263217	21
IRISHTOWN NO. 1	MARITIMES BASIN		46.49619	-63.5941	5149133	454409	46.49625	-63.593453	5149358	454460	20
IRISHTOWN NO. 2	MARITIMES BASIN		46.492722	-63.607447	5148756	453382	46.492787	-63.606803	5148981	453433	20
IROQUOIS J-17	SCOTIAN BASIN	ABENAKI SUBBASIN	44.44203	-59.78677	4924531	278230	44.442092	-59.785997	4924753	278299	21
ISACHSEN J-37	SVERDRUP BASIN		79.277667	-105.276579	8800844	494255	79.278684	-105.279444	8801092	494197	21
JACKSON 2G-16	SVERDRUP BASIN		78.089444	-101.113887	8669091	451305	78.090479	-101.117002	8669349	451240	21
JACKSON BAY STRAT B-16	SVERDRUP BASIN		78.084444	-101.106471	8668527	451456	78.085478	-101.109591	8668785	451390	21
JACKSON G-16	SVERDRUP BASIN		78.089444	-101.113887	8669091	451305	78.090479	-101.117002	8669349	451240	21
JACKSON STRAT P-44	SVERDRUP BASIN		78.063722	-100.83336	8666004	457675	78.064749	-100.836491	8666260	457609	21
JAEGER A-49	AVALON UPLIFT	SOUTH BANK HIGH	44.46709	-50.35018	4923742	551690	44.467106	-50.349069	4923961	551777	22
JAMESON BAY C-31	SVERDRUP BASIN		76.67	-116.729282	8509818	506968	76.670708	-116.732396	8510043	506887	22
JASON C-20	SCOTIAN BASIN	ORPHEUS GRABEN	45.48485	-58.54119	5037751	379556	45.484881	-58.540408	5037971	379621	21
KANGAMIUT-1	KANGAMIUT BASIN		66.150256	-56.190078	7336705	536544	66.150513	-56.188156	7336924	536629	21
KARLSEFNI A-13	SAGLEK BASIN		58.87084	-61.77835	6526104	570449	58.870978	-61.777336	6526329	570505	20
KEGESHOOK G-67	SCOTIAN BASIN	LAHAVE PLATFORM	44.10803	-60.4087	4886921	707386	44.108097	-60.407939	4887146	707441	20
KEY POINT O-51	SVERDRUP BASIN		76.181806	-104.334559	8455423	517742	76.182581	-104.336217	8455658	517696	20
KING CHRISTIAN 2D-18	SVERDRUP BASIN		77.785833	-101.112079	8635226	450126	77.786839	-101.115314	8635482	450056	20
KING CHRISTIAN D-18	SVERDRUP BASIN		77.784278	-101.118309	8635058	449972	77.785284	-101.121538	8635314	449902	20
KING CHRISTIAN N-06	SVERDRUP BASIN		77.764972	-101.03856	8632838	451780	77.765976	-101.041776	8633094	451710	20
KING POINT WEST B-53	ARCTIC FOLD BELT		75.534167	-108.340831	8384721	574130	75.534901	-108.342882	8384952	574065	20
KING'S COVE A-26	JEANNE D'ARC BASIN		46.41916	-48.55163	5143315	688149	46.419067	-48.55055	5143526	688227	22
KITSON RIVER C-71	SVERDRUP BASIN		76.170139	-112.982192	8454910	447115	76.170855	-112.984842	8455141	447050	22
KITTIWAKE P-11	SCOTIAN BASIN	SOUTH WHALE SUBBASIN	44.6804	-53.52935	4950343	299537	44.680431	-53.528369	4950561	299620	22
KRISTOFFER BAY B-06	SVERDRUP BASIN		78.250306	-102.540336	8687340	555902	78.251404	-102.543447	8687598	555823	22
KRISTOFFER STRAT C-36	SVERDRUP BASIN		78.253778	-102.296724	8687972	561417	78.254867	-102.299828	8688228	561338	22
KRISTOFFER STRAT C-56	SVERDRUP BASIN		78.25175	-102.465109	8687574	557603	78.252845	-102.468223	8687832	557525	22
KRISTOFFER STRAT E-27	SVERDRUP BASIN		78.273722	-102.24767	8690247	562426	78.274812	-102.250767	8690504	562347	22
KRISTOFFER STRAT H-17	SVERDRUP BASIN		78.272667	-102.588198	8689789	554712	78.27377	-102.591306	8690047	554634	22
KRISTOFFER STRAT I-47	SVERDRUP BASIN		78.275361	-102.335885	8690337	560418	78.276454	-102.338994	8690595	560339	22
KRISTOFFER STRAT L-45	SVERDRUP BASIN		78.245722	-102.40344	8686963	559034	78.246814	-102.406554	8687221	558955	22
KUSRHAAK D-16	ARCTIC STABLE PLATFORM		73.417778	-120.088335	8149182	592722	73.418306	-120.091138	8149398	592626	22
KYLE L-11	FLEMISH PASS BASIN		47.010139	-47.0458	5208103	344494	47.010139	-47.0458	5208322	344499	23
LANCASTER G-70	OUTER RIDGE COMPLEX		47.32298	-47.16246	5243106	336589	47.322872	-47.161325	5243310	336680	23
LAWRENCE D-14	SCOTIAN BASIN	LAHAVE PLATFORM	43.88467	-60.54774	4861771	696996	43.884739	-60.546986	4861996	697051	20
LEE BROOK 1	MARITIMES BASIN		45.79966	-65.13024	5073778	334452	45.8	-65.13	5074033	334477	20
LEG 105 - SITE 645E	N/A		70.463333	-64.658333	7818215	438111	70.463333	-64.658333	7818388	438113	20
LEG 105 - SITE 646B	N/A		58.209295	-48.367615	6454823	654671	58.209295	-48.367615	6455033	654665	22
LEG 105 - SITE 647A	N/A		53.331026	-45.260664	5908910	482640	53.331026	-45.260664	5909127	482641	23
LEG 12 - SITE 113	N/A		56.79	-48.33	6296978	663092	56.79	-48.33	6297190	663086	22
LEIF E-38	HOPEDALE BASIN		54.29163	-55.09782	6017422	623811	54.291661	-55.096742	6017644	623877	21
LEIF M-48	HOPEDALE BASIN		54.29609	-55.12227	6017876	622207	54.296119	-55.121186	6018097	622273	21
LEWIS HILL G-85	SCOTIAN BASIN	SOUTH WHALE SUBBASIN	44.571835	-52.956709	4937034	344632	44.571836	-52.955641	4937249	344721	22
LF7-1	LADY FRANKLIN BASIN		64.000805	-57.662442	7097076	467599	64.000805	-57.662442	7097272	467600	21
LINCKENS ISLAND P-46	SVERDRUP BASIN		77.763056	-97.757361	8632097	529401	77.763967	-97.759126	8632339	529356	21
LINNET E-63	ORPHAN BASIN		48.20822	-50.42386	5339385	542806	48.208131	-50.422856	5339595	542879	22
LONA O-55	ORPHAN BASIN		49.079902	-47.38198	5438852	326056	49.079902	-47.38198	5439071	326062	23
LONG POINT M-16	ANTICOSTI BASIN		48.761739	-58.790233	5402297	368433	48.761739	-58.790233	5402516	368437	21
LONG RANGE A-09	ANTICOSTI BASIN		48.467653	-59.252125	5370511	333525	48.467653	-59.252125	5370730	333531	21
LOUISBOURG J-47	SCOTIAN BASIN	SABLE SUBBASIN	44.4453	-58.35723	4922012	391999	44.44535	-58.356414	4922234	392067	21
LOUISE O-25	SVERDRUP BASIN		78.749167	-102.699449	8742829	550097	78.750227	-102.701906	8743082	550037	21
LYDONIA CANYON 133	GEORGES BANK BASIN		40.818119	-67.934301	4518902	589876	40.818184	-67.933735	4519121	589921	19
LYDONIA CANYON 145	GEORGES BANK BASIN		40.832957	-67.302778	4521388	643106	40.833026	-67.302182	4521609	643152	19
LYDONIA CANYON 187	GEORGES BANK BASIN		40.7708	-67.3886	4514352	635996	40.7709	-67.388	4514575	636043	19
LYDONIA CANYON 273	GEORGES BANK BASIN		40.684363	-67.503389	4504585	626471	40.684429	-67.502798	4504804	626518	19
LYDONIA CANYON 312	GEORGES BANK BASIN		40.6575	-67.7653	4501259	604380	40.6576	-67.7647	4501482	604428	19
LYDONIA CANYON 357	GEORGES BANK BASIN		40.614221	-67.74456	4496480	606202	40.614285	-67.743978	4496699	606248	19
LYDONIA CANYON 410	GEORGES BANK BASIN		40.573119	-67.208842	4492702	651615	40.573186	-67.208232	4492921	651662	19
